#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
124	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	6	73	Ishtiaq 2017	 
125	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Mandal	30°26.81100', 079°16.39680'	0	4	Ishtiaq 2017	 
126	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Anusuya	30°28.73280', 079°17.10180'	0	7	Ishtiaq 2017	 
127	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Karnataka	Bangalore	13°19.20960', 077°22.87800'	3	72	Ishtiaq 2017	 
128	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	5	40	Ishtiaq et al 2017	 
129	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus agricola	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Durankulak	43°40.00000', 028°32.00000'	15	65	Dimitrov et al 2018	 
130	ACDUM2	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Adult	Wild	Asia	Iran	Khorasan	 	 	6	 	Nourani et al 2018	 
131	ACDUM2	 	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Resident	Adult	Wild	Asia	Iran	Mazandaran	 	 	1	 	Nourani et al 2018	 
132	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	4	73	Ishtiaq 2017	 
133	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Mandal	30°26.81100', 079°16.39680'	1	4	Ishtiaq 2017	 
134	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Anusuya	30°28.73280', 079°17.10180'	1	7	Ishtiaq 2017	 
135	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Karnataka	Bangalore	13°19.20960', 077°22.87800'	12	72	Ishtiaq 2017	 
136	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	3	40	Ishtiaq et al 2017	 
137	ACDUM3	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Adult	Wild	Asia	Iran	Khorasan	 	 	1	 	Nourani et al 2018	 
138	ACDUM4	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	1	73	Ishtiaq 2017	 
139	ACDUM4	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Mandal	30°26.81100', 079°16.39680'	0	4	Ishtiaq 2017	 
140	ACDUM4	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Anusuya	30°28.73280', 079°17.10180'	0	7	Ishtiaq 2017	 
141	ACDUM4	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Karnataka	Bangalore	13°19.20960', 077°22.87800'	0	72	Ishtiaq 2017	 
142	ACDUM5	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	1	73	Ishtiaq 2017	 
143	ACDUM5	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Mandal	30°26.81100', 079°16.39680'	0	4	Ishtiaq 2017	 
144	ACDUM5	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Anusuya	30°28.73280', 079°17.10180'	0	7	Ishtiaq 2017	 
145	ACDUM5	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus dumetorum	 	Migratory	Unknown	Wild	Asia	India	Karnataka	Bangalore	13°19.20960', 077°22.87800'	0	72	Ishtiaq 2017	 
146	ACNEW01	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus newtoni	 	Resident	Unknown	Wild	Africa	Madagascar	 	Maromizaha	-18°57.94000', 048°27.92000'	1	3	Ivanova et al 2018	 
147	ACNEW01	MDG_H11	Haemoproteus	Passeriformes	Sylviidae	Nesillas	Nesillas typica	 	Resident	Unknown	Wild	Africa	Madagascar	 	Maromizaha	-18°57.94000', 048°27.92000'	 	 	Musa et al 2019	 
148	ACNEW02	MDG_H29	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus newtoni	 	Resident	Unknown	Wild	Africa	Madagascar	 	Maromizaha	-18°57.94000', 048°27.92000'	 	 	Musa et al 2019	 
149	ACNI02	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	 	 	Wild	Asia	Kazakhstan	 	 	 	 	 	Sehgal et al 2006a	 
150	ACNI03	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	 	 	Wild	Asia	Kazakhstan	 	 	 	 	 	Sehgal et al 2006a	 
151	ACNI03	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Austria	 	 	 	1	22	Harl et al 2022	 
152	ACNI04	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	 	 	Wild	Asia	Kazakhstan	 	 	 	 	 	Sehgal et al 2006a	 
153	ACNI04	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Austria	 	 	 	2	22	Harl et al 2022	 
154	ACNI04	 	Leucocytozoon	Falconiformes	Accipitridae	Circus	Circus aeruginosus	 	Migratory	Unknown	Captivity	Europe	Austria	 	 	 	1	22	Harl et al 2022	 
155	ACNI05	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Austria	 	 	 	1	22	Harl et al 2022	 
156	ACNI06	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Austria	 	 	 	1	22	Harl et al 2022	 
157	ACNI07	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Bosnia and Herzegovina	 	 	 	1	3	Harl et al 2022	 
158	ACNI1	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	 	 	Wild	Europe	Germany	 	 	 	 	 	Krone et al 2008	 
159	ACNI1	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Sehgal et al 2006a	 
160	ACNI1	 	Leucocytozoon	Falconiformes	Accipitridae	Accipiter	Accipiter nisus	 	Resident	Unknown	Captivity	Europe	Austria	 	 	 	1	22	Harl et al 2022	 
161	ACSTE1	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	 	 	 	Wild	Asia	Kazakhstan	 	 	 	 	 	Hellgren et al unpubl 3	 
162	ACSTE1	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	 	 	 	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	1	52	Zehtindjiev et al 2008	 
163	ACSTE1	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus stentoreus	 	 	 	Wild	Asia	Kazakhstan	 	 	 	 	 	Hellgren et al 2007b	 
164	ACSTE1	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus arundinaceus	 	 	 	Wild	Europe	Romania	 	Sfantu Gheorghe	44°54.00000', 029°36.00000'	1	11	Svoboda et al 2009	 
165	ACSTE1	 	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus	Acrocephalus stentoreus	 	Migratory	Adult	Wild	Asia	Iran	Khorasan	 	 	2	 	Nourani et al 2018	 
166	ACTLIN01	43	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
167	ACTLIN02	44	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
168	ACTLIN03	42	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
169	ACTLIN04	77	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
170	ACTLIN05	78	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
171	ACTLIN06	80	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
172	ACTLIN07	79	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides	Actenoides lindsayi	 	 	 	Wild	Asia	Philippines	 	Panay	11°03.90000', 122°27.63600'	1	 	Silva-Iturriza et al 2012b	 
173	ACTRI01	H-LIN4	Haemoproteus	Passeriformes	Sturnidae	Sturnus	Sturnus tristis	 	 	 	Wild	Asia	India	 	 	 	 	 	Ishtiaq et al 2007	 
174	ACTRI02	P-LIN2	Plasmodium	Passeriformes	Sturnidae	Sturnus	Sturnus tristis	 	 	 	Wild	Asia	Myanmar	 	 	 	 	 	Ishtiaq et al 2007	 
175	ADEMEL01	SA9	Haemoproteus	Trochiliformes	Trochilidae	Adelomyia	Adelomyia melanogenys	 	Resident	Unknown	Wild	South America	Ecuador	 	Yanayacu	-00°36.00000', -077°53.00000'	1	10	Harrigan et al 2014	 
176	ADEMEL02	 	Haemoproteus	Trochiliformes	Trochilidae	Adelomyia	Adelomyia melanogenys	 	Unknown	Unknown	Wild	South America	Peru	 	Community_18	-07°24.22999', -078°46.78699'	1	2	McNew et al 2021	Precise locality information as well as age/sex for individual hosts is available in supplemental datasets for McNew et al. 2021
177	AEDVEX01	 	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza melanocephala	 	Migratory	Unknown	Wild	Europe	Serbia	 	Mala Vrbica fishpond	44°36.00000', 022°40.00000'	1	1	Stankovic et al 2019	 
178	AEFUN01	 	Plasmodium	Strigiformes	Strigidae	Aegolius	Aegolius funereus	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Ishak et al 2008	 
179	AEFUN02	 	Leucocytozoon	Strigiformes	Strigidae	Aegolius	Aegolius funereus	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Ishak et al 2008	 
180	AEFUN02	 	Leucocytozoon	Strigiformes	Strigidae	Aegolius	Aegolius funereus	 	Resident	Adult	Wild	Europe	Czech Republic	 	Fláje Dam	50°40.00000', 013°35.00000'	39	57	Synek et al 2016	 
181	AEFUN02	 	Leucocytozoon	Strigiformes	Strigidae	Aegolius	Aegolius funereus	 	Resident	Juvenile	Wild	Europe	Czech Republic	 	Fláje Dam	50°40.00000', 013°35.00000'	45	113	Synek et al 2016	 
182	AEFUN03	 	Haemoproteus	Strigiformes	Strigidae	Aegolius	Aegolius funereus	 	Resident	Adult	Wild	Europe	Czech Republic	 	Fláje Dam	50°40.00000', 013°35.00000'	1	57	Synek et al 2016	 
183	AEGCAU01	AECA01	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	37	Huang et al 2015	 
184	AEGCAU01	AECA01	Haemoproteus	Passeriformes	Fringillidae	Emberiza	Emberiza godlewskii	 	Resident	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	20	Huang et al 2015	 
185	AEGCAU02	AECA02	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	37	Huang et al 2015	 
186	AEGCAU02	AECA02	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus proregulus	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	91	Huang et al 2015	 
187	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	37	Huang et al 2015	 
188	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Fringillidae	Emberiza	Emberiza elegans	 	Resident	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	42	Huang et al 2015	 
189	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Fringillidae	Emberiza	Emberiza pusilla	 	Migratory	Unknown	Wild	Asia	China	 	Beijing Normal University Campus	39°57.76000', 116°21.46000'	1	9	Huang et al 2015	 
190	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Muscicapidae	Ficedula	Ficedula parva	 	Migratory	Unknown	Wild	Asia	China	 	Beijing Normal University Campus	39°57.76000', 116°21.46000'	3	15	Huang et al 2015	 
191	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Paridae	Parus	Parus major	 	Resident	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	37	Huang et al 2015	 
192	AEGCAU03	AECA03	Leucocytozoon	Passeriformes	Turdidae	Luscinia	Luscinia cyanura	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	9	90	Huang et al 2015	 
193	AEGCAU04	AECA04	Leucocytozoon	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Migratory	Unknown	Wild	Asia	China	 	Xiaolongmen Forest Park	39°57.90000', 115°26.00000'	1	37	Huang et al 2015	 
194	AEGCAU05	 	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos	Aegithalos caudatus	 	Resident	Adult	Wild	Asia	Iran	Mazandaran	 	 	1	 	Nourani et al 2018	 
195	AEGCON01	AEGCON01	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos	Aegithalos concinnus	 	Resident	Unknown	Wild	Asia	India	Uttarakhand	Chakarata	30°42.12000', 077°52.14000'	2	4	Ishtiaq et al 2017	 
196	AEGCON01	ALMOR05	Haemoproteus	Passeriformes	Timaliidae	Stachyris	Stachyris ruficeps	 	Unknown	 	Wild	Asia	China	 	Pingshan	24°18.40000', 097°50.00000'	1	 	Zhang et al 2014	 
197	AEGCON01	ALMOR05	Haemoproteus	Passeriformes	Timaliidae	Alcippe	Alcippe morrisonia	 	Unknown	 	Wild	Asia	China	 	Pingshan	24°18.40000', 097°50.00000'	3	 	Zhang et al 2014	 
198	AEGMO03	 	Plasmodium	Falconiformes	Accipitridae	Aegypius	Aegypius monachus	 	Migratory	Unknown	Captivity	Asia	Thailand	 	 	 	1	1	Pornpanom et al 2021	Raptors sampled at Kasetsart University Raptor Rehabilitation Unit (KURRU)
199	AEGTIP01	P40	Plasmodium	Passeriformes	Aegithalidae	Aegithina	Aegithina tiphia	 	 	 	Wild	Asia	Myanmar	 	 	 	 	 	Beadell et al 2006	 
200	AEGTIP01	P-LIN14	Plasmodium	Passeriformes	Dicruridae	Dicrurus	Dicrurus leucophaeus	 	 	 	Wild	Asia	Myanmar	 	 	 	 	 	Ishtiaq et al 2007	 
201	AEMO01	 	Plasmodium	Passeriformes	Monarchidae	Terpsiphone	Terpsiphone viridis	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
202	AEMO01	 	Plasmodium	Falconiformes	Accipitridae	Aegypius	Aegypius monachus	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Javier Pérez-Tris unpubl	 
203	AEMO01	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	 	 	Wild	Europe	Hungary	 	Pilis Mountains	47°43.00000', 019°01.00000'	 	 	Szöllösi et al 2009	 
204	AEMO01	 	Plasmodium	Passeriformes	Sylviidae	Sylvia	Sylvia borin	 	Migratory	 	Wild	Africa	Nigeria	Plateau	Aplori	09°52.430000', 008°58.32000'	1	179	Hellgren et al 2013b	 
205	AEMO01	AFR010	Plasmodium	Passeriformes	Dicruridae	Dicrurus	Dicrurus adsimilis	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	6	Lutz et al 2015	Host_Collection_Number: 468614
206	AEMO01	AFR010	Plasmodium	Passeriformes	Ploceidae	Euplectes	Euplectes capensis	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	5	Lutz et al 2015	Host_Collection_Number: 468542
207	AEMO01	AFR010	Plasmodium	Passeriformes	Nectariniidae	Nectarinia	Nectarinia venusta	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	3	Lutz et al 2015	Host_Collection_Number: 468347
208	AEMO01	AFR010	Plasmodium	Passeriformes	Passeridae	Gymnoris	Gymnoris superciliaris	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	5	Lutz et al 2015	Host_Collection_Number: 468493
209	AEMO01	AFR010	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus ocularis	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	7	Lutz et al 2015	Host_Collection_Number: 468523
210	AEMO01	AFR010	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus velatus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	8	Lutz et al 2015	Host_Collection_Number: 468526
211	AEMO01	AFR010	Plasmodium	Passeriformes	Estrildidae	Pytilia	Pytilia melba	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	2	Lutz et al 2015	Host_Collection_Number: 468422
212	AEMO01	AFR010	Plasmodium	Passeriformes	Ploceidae	Quelea	Quelea quelea	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	2	10	Lutz et al 2015	Host_Collection_Number: 468577 468579
213	AEMO01	AEM001	Plasmodium	Passeriformes	Nectariniidae	Hedydipna	Hedydipna collaris	 	Resident	Unknown	Wild	Africa	Kenya	 	 	 	2	 	Lauron et al 2015	 
214	AEMO01	P_AFRO10/P_AEMO01	Plasmodium	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra verticalis	 	Resident	Unknown	Wild	Africa	Gabon	 	 	 	 	 	Loiseau et al 2017	 
215	AEMO01	P_AFRO10/P_AEMO01	Plasmodium	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra olivacea	 	Resident	Unknown	Wild	Africa	Gabon	 	 	 	 	 	Loiseau et al 2017	 
216	AEMO01	P_AFRO10/P_AEMO01	Plasmodium	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra olivacea	 	Resident	Unknown	Wild	Africa	São Tomé and Príncipe	Príncipe	 	 	 	 	Loiseau et al 2017	 
217	AEMO01	P_AFRO10/P_AEMO01	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus princeps	 	Resident	Unknown	Wild	Africa	São Tomé and Príncipe	Príncipe	 	 	 	 	Loiseau et al 2017	 
218	AEMO01	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Hungary	 	Pilis Mountains	47°43.00000', 019°01.00000'	1	216	Szöllösi et al 2016	 
219	AEMO01	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	Migratory	Adult	Wild	Europe	United Kingdom	 	Llanwrthwl	52°15.00000', -003°30.00000'	1	186	Jones et al 2018	 
220	AEMO01	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	Gotlands Lan	Hemse	57°10.00000', 018°20.00000'	1	512	Fletcher et al 2019	 
221	AEMO01	 	Plasmodium	Passeriformes	Muscicapidae	Cossypha	Cossypha niveicapilla	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
222	AEMO01	 	Plasmodium	Passeriformes	Sylviidae	Sylvietta	Sylvietta virens	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
223	AEMO01	 	Plasmodium	Coraciiformes	Meropidae	Merops	Merops apiaster	 	Migratory	Adult	Wild	Europe	Portugal	 	Alentejo-Beira Baixa	39°00.00000', -007°15.00000'	1	322	Emmenegger et al 2020	 
224	AEMO02	 	Leucocytozoon	Falconiformes	Accipitridae	Aegypius	Aegypius monachus	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Javier Pérez-Tris unpubl	 
225	AEMO02	 	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba livia	 	Resident	Unknown	Wild	Europe	Italy	Piemonte	 	 	 	 	Scaglione et al 2015	 
226	AEMO02	H250	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba palumbus	 	Resident	Adult	Wild	Europe	Portugal	 	 	 	1	2	Mata et al 2015	 
227	AEMO02	 	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba palumbus	 	Migratory	Adult	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	1	Ellis et al 2020	 
228	AEMO02	 	Leucocytozoon	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	 	Migratory	Adult	Wild	Europe	Greece	 	Antikythira Island	35°51.72200', 023°18.29700'	3	49	Schumm et al 2021	 
229	AEMO02	 	Leucocytozoon	Columbiformes	Columbidae	Columba	Columba palumbus	 	Unknown	Adult + Juvenile	Wild	Europe	Germany	 	Hesse	50°39.12300', 009°09.74600'	24	60	Schumm et al 2021	1 individual mixed infection with COLIV04
230	AEMO02	 	Leucocytozoon	Columbiformes	Columbidae	Streptopelia	Streptopelia turtur	 	Migratory	Adult	Wild	Europe	Italy	 	Ventotene Island	40°47.58700', 013°25.59700'	1	27	Schumm et al 2021	mixed infection with STRORI02
231	AEMO02	 	Leucocytozoon	Falconiformes	Accipitridae	Aegypius	Aegypius monachus	 	Resident	Nestling	Wild	Europe	Spain	 	 	 	2	146	Chakarov & Blanco 2021	Most samples from central Spain
232	AFR002	 	Haemoproteus	Piciformes	Lybiidae	Trachyphonus	Trachyphonus vaillantii	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	1	Lutz et al 2015	Host_Collection_Number: 467935
233	AFR002	 	Haemoproteus	Passeriformes	Corvidae	Corvus	Corvus albicollis	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	4	Lutz et al 2015	Host_Collection_Number: 468625
234	AFR005	 	Plasmodium	Passeriformes	Cisticolidae	Cisticola	Cisticola brachypterus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	3	Lutz et al 2015	Host_Collection_Number: 468204
235	AFR006	 	Plasmodium	Passeriformes	Fringillidae	Emberiza	Emberiza flaviventris	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	2	Lutz et al 2015	Host_Collection_Number: 468354
236	AFR006	 	Plasmodium	Coraciiformes	Alcedinidae	Ispidina	Ispidina picta	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	5	Lutz et al 2015	Host_Collection_Number: 467902
237	AFR006	 	Plasmodium	Passeriformes	Malaconotidae	Laniarius	Laniarius ferrugineus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	3	8	Lutz et al 2015	Host_Collection_Number: 468026 468037 468029
238	AFR006	 	Plasmodium	Passeriformes	Malaconotidae	Laniarius	Laniarius ferrugineus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	3	Lutz et al 2015	Host_Collection_Number: 468030
239	AFR006	 	Plasmodium	Passeriformes	Nectariniidae	Cinnyris	Cinnyris mediocris	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	13	Lutz et al 2015	Host_Collection_Number: 468335
240	AFR006	 	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus baglafecht	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	13	Lutz et al 2015	Host_Collection_Number: 468504
241	AFR008	 	Haemoproteus	Passeriformes	Sturnidae	Neocichla	Neocichla gutturalis	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	8	Lutz et al 2015	Host_Collection_Number: 468590
